CreditScore,Age,Age_Binned,Tenure,Balance,Balance_Binned,EstimatedSalary,Geography_Germany,Geography_Spain,Gender_Male,CreditScore_orig,Age_orig,Tenure_orig,Balance_orig,EstimatedSalary_orig,Exited
0.09782031468036652,2.104955235768786,2,-0.0045653381298959616,1.2733333593977125,2,1.0126968113282815,False,True,False,660,61,5,155931.11,158338.39,0
1.2979887858680426,-0.6599652141704382,0,-0.35032052967967314,0.5279100837582752,1,0.45944230869176567,True,False,False,776,32,4,109421.13,126517.46,0
1.8463416218417221,-1.1366756365737527,0,1.3784554280692127,0.5699740279665231,1,0.34105330428247616,True,False,False,829,27,9,112045.67,119708.21,1
-0.14014412357236236,0.007429377194202207,1,1.3784554280692127,0.9834449984974079,2,0.3047953296618972,True,False,False,637,39,9,137843.8,117622.8,1
-1.0402704769631195,-0.08791270728646071,1,-1.0418309127792273,0.4312702658893598,1,-0.16020079392807138,True,False,True,550,38,2,103391.38,90878.13,0
1.2979887858680426,-0.18325479176712361,1,-1.0418309127792273,0.4373259711480506,1,1.6344506346787842,True,False,False,776,37,2,103769.22,194099.12,0
0.49097895179357076,0.48413979959751674,1,1.72421061961899,0.6391745324008058,1,1.7033018580911958,True,False,True,698,44,10,116363.37,198059.16,0
-0.6781506796220103,-0.2785968762477865,0,-0.0045653381298959616,1.1149826930982167,2,-0.2376326013190521,True,False,True,585,36,5,146050.97,86424.57,0
1.422144144956423,-0.5646231296897752,0,-0.0045653381298959616,-1.2258007789161172,0,0.2935878198579875,False,False,False,788,33,5,0.0,116978.19,0
0.04608891506020807,0.19811354615552804,1,1.0327002365194355,0.7866020424383705,1,1.1118441795544727,True,False,True,655,41,8,125561.97,164040.94,1
-0.5126102008375032,0.29345563063619096,1,-1.3875861043290045,0.35280669928243,1,-1.04453662169197,True,False,True,601,42,1,98495.72,40014.76,1
-0.3263771622049328,0.38879771511685385,1,-1.3875861043290045,0.7809917321858701,1,0.23155801466196416,False,False,True,619,43,1,125211.92,113410.49,0
0.05643519498423976,0.5794818840781797,1,-0.0045653381298959616,0.8235034754755488,2,-0.22575762389693588,False,False,True,656,45,5,127864.4,87107.57,0
0.7703285097424264,-1.899412312419056,0,-1.7333412958787817,-0.00952782789827614,0,-0.947189799090719,True,False,True,725,19,0,75888.2,45613.75,0
-1.4437753940003553,2.581665658172101,2,-0.35032052967967314,-1.2258007789161172,0,-1.7116851976792984,False,True,False,511,66,4,0.0,1643.11,1
-0.3781085618250912,1.1515343909621572,1,-0.35032052967967314,-0.5737206929043815,0,-0.9269948612794296,False,False,True,614,51,4,40685.92,46775.28,0
0.9462152684509652,-0.37393896072844945,0,-0.0045653381298959616,0.9676293888497367,2,-0.2709277429930675,True,False,True,742,35,5,136857.0,84509.57,0
0.37716987262922214,-1.1366756365737527,0,1.3784554280692127,1.2155998130447225,2,0.4590486784006431,True,False,False,687,27,9,152328.88,126494.82,0
-0.988539077342961,-0.5646231296897752,0,-1.3875861043290045,-0.3269220149815291,0,1.3684200185938271,False,True,True,555,33,1,56084.69,178798.13,0
0.3461310328571271,1.6282448133654717,2,1.0327002365194355,0.035652118364795864,0,-0.012063840954078564,False,True,True,684,56,8,78707.16,99398.36,0
-0.4919176409894398,-1.2320177210544156,0,-0.35032052967967314,0.5238270023701106,1,-0.12607909818868654,True,False,True,603,26,4,109166.37,92840.67,0
1.0393317877672503,-0.2785968762477865,0,0.3411898534198812,1.4961166078432002,2,-1.2576324830044516,True,False,False,751,36,6,169831.46,27758.36,0
-0.719535799318137,-0.46928104520911235,0,-1.3875861043290045,0.40308905483556323,1,0.17976398795488385,True,False,False,581,34,1,101633.04,110431.51,0
0.8737913089827433,0.38879771511685385,1,1.72421061961899,0.7484259687087726,1,1.6792062596874442,True,False,True,735,43,10,123180.01,196673.28,0
0.1081665946043982,-0.37393896072844945,0,-0.0045653381298959616,1.1899026528009105,2,0.2358413520524657,True,False,False,661,35,5,150725.53,113656.85,0
0.25301451354084187,-1.7087281434577302,0,1.0327002365194355,0.3508440122562303,1,-1.4237667205742794,False,False,False,675,21,8,98373.26,18203.0,0
0.9048301487548384,1.8189289823267976,2,-1.0418309127792273,0.9177598931512082,2,-1.2469310941269809,True,False,True,738,58,2,133745.44,28373.86,1
1.6808011430572152,-0.9459914676124269,0,0.3411898534198812,-1.2258007789161172,0,-1.1499142672379872,False,False,True,813,29,6,0.0,33953.87,0
0.06678147490827145,-0.18325479176712361,1,-1.7333412958787817,1.3963590249309512,2,-0.9717082371004822,False,True,False,657,37,0,163607.18,44203.55,0
-0.48157136106540815,-1.3273598055350786,0,-0.0045653381298959616,1.3029792933595965,2,-0.7244155703817582,True,False,False,604,25,5,157780.84,58426.81,0
-1.361005154608102,-0.2785968762477865,0,1.3784554280692127,-1.2258007789161172,0,0.7905671000615426,False,False,True,519,36,9,0.0,145562.4,0
0.8737913089827433,-1.7087281434577302,0,-1.3875861043290045,1.6385457249127682,2,-1.3510042308062613,False,False,False,735,21,1,178718.19,22388.0,0
0.13920543437649327,1.5329027288848087,1,1.0327002365194355,-1.2258007789161172,0,0.6792803057945085,False,False,True,664,55,8,0.0,139161.64,0
0.28405335331293696,-0.6599652141704382,0,1.3784554280692127,-1.2258007789161172,0,0.8366107167648299,False,False,False,678,32,9,0.0,148210.64,0
1.1014094673114405,-0.5646231296897752,0,-0.0045653381298959616,0.012349577332028154,0,1.6368936113663122,False,True,True,757,33,5,77253.22,194239.63,0
-2.426671986783366,0.19811354615552804,1,1.72421061961899,0.7325534626137472,1,-0.031132481492447447,True,False,False,416,41,10,122189.66,98301.61,0
0.14955171430052497,-0.46928104520911235,0,-1.3875861043290045,0.32315355309482513,0,1.2400299534045234,False,False,False,665,34,1,96645.54,171413.66,0
1.3083350657920743,-0.6599652141704382,0,-1.0418309127792273,-1.2258007789161172,0,0.6322767805941861,False,False,False,777,32,2,0.0,136458.19,1
-1.1126944364313411,-0.2785968762477865,0,-0.6960757212294503,-1.2258007789161172,0,-1.28786360231961,False,False,False,543,36,3,0.0,26019.59,0
-1.4955067936205138,-0.46928104520911235,0,-0.35032052967967314,0.2215746427805076,0,1.0282907604496518,False,False,False,506,34,4,90307.62,159235.29,0
-1.6300084326329258,0.6748239685588426,1,-0.35032052967967314,-1.2258007789161172,0,-1.7070855999091359,False,False,False,493,46,4,0.0,1907.66,0
0.015050075288112997,3.439744418498067,3,1.72421061961899,-1.2258007789161172,0,0.2535564538026767,False,True,False,652,75,10,0.0,114675.75,0
1.0289855078432186,-1.6133860589770672,0,-0.6960757212294503,0.7244142254801099,1,0.4964040887091926,False,True,True,750,22,3,121681.82,128643.35,1
0.8117136294385532,-0.850649383131764,0,1.3784554280692127,-1.2258007789161172,0,0.9002228670489745,False,False,True,729,30,9,0.0,151869.35,0
-0.047027604256077146,0.6748239685588426,1,-0.35032052967967314,-1.2258007789161172,0,-0.11893759456330698,False,False,False,646,46,4,0.0,93251.42,1
-0.16083668342042573,-1.0413335520930898,0,-0.6960757212294503,0.08239551489249104,0,0.9857993789397943,True,False,False,635,28,3,81623.67,156791.36,0
-0.036681324332045455,0.48413979959751674,1,-0.0045653381298959616,-1.2258007789161172,0,1.2885654028517894,False,True,False,647,44,5,0.0,174205.22,1
1.6290697434370567,0.5794818840781797,1,0.6869450449696584,0.6754468990834331,1,0.8178649434749653,False,False,True,808,45,7,118626.55,147132.46,0
-1.3092737549879434,-0.2785968762477865,0,1.72421061961899,-1.2258007789161172,0,0.16556026313025213,False,False,False,524,36,10,0.0,109614.57,0
1.2255648263998207,-0.9459914676124269,0,1.0327002365194355,-1.2258007789161172,0,1.2552770419115873,False,False,True,769,29,8,0.0,172290.61,0
0.8220599093625849,0.29345563063619096,1,-0.35032052967967314,-1.2258007789161172,0,-0.24531917162405595,False,True,True,730,42,4,0.0,85982.47,0
-1.4023902743042285,-0.37393896072844945,0,1.72421061961899,1.5993714791433884,2,0.3683426283123895,False,True,True,515,35,10,176273.95,121277.78,0
1.2669499460959475,0.19811354615552804,1,1.3784554280692127,0.4222319046158416,1,-0.6171680070879391,False,True,True,773,41,9,102827.44,64595.25,0
1.6911474229812469,-0.9459914676124269,0,1.0327002365194355,0.330219290497817,0,1.6896877093784,True,False,True,814,29,8,97086.4,197276.13,0
0.615134310881951,-1.6133860589770672,0,1.0327002365194355,-1.2258007789161172,0,-0.0077749398845506825,False,True,True,710,22,8,0.0,99645.04,0
-2.457710826555461,-0.46928104520911235,0,1.3784554280692127,-1.2258007789161172,0,-1.6266466240043496,False,False,True,413,34,9,0.0,6534.18,0
0.14955171430052497,0.10277146167486512,1,0.3411898534198812,-1.2258007789161172,0,1.07371715651094,False,False,False,665,40,6,0.0,161848.03,0
-0.284992042508806,0.48413979959751674,1,0.3411898534198812,-1.2258007789161172,0,1.1661159559429959,False,False,False,623,44,6,0.0,167162.43,0
0.9048301487548384,-0.7553072986511011,0,1.3784554280692127,0.09923173461552066,0,-1.0105293291025668,False,False,True,738,31,9,82674.15,41970.72,0
-1.2678886352918166,-0.2785968762477865,0,0.6869450449696584,-1.2258007789161172,0,-0.6877344084252287,False,True,True,528,36,7,0.0,60536.56,0
0.20128311392068343,2.486323573691438,2,-1.3875861043290045,-1.2258007789161172,0,1.3485568151444907,False,True,False,670,65,1,0.0,177655.68,1
-0.2953383224328377,0.6748239685588426,1,-0.35032052967967314,0.49028053646664427,1,-1.2015396449245777,False,True,False,622,46,4,107073.27,30984.59,1
-0.7091895193941053,-0.6599652141704382,0,-1.3875861043290045,0.19963344942049346,0,-1.5654400694392738,True,False,True,582,32,1,88938.62,10054.53,0
1.3911053051843278,-0.2785968762477865,0,-1.0418309127792273,0.37382040041472764,1,-1.097360972208764,True,False,False,785,36,2,99806.85,36976.52,0
-0.47122508114137646,-0.5646231296897752,0,-0.0045653381298959616,1.17976178262218,2,-0.49081094498790045,False,True,True,605,33,5,150092.8,71862.79,0
-1.7748563515693694,-0.37393896072844945,0,1.3784554280692127,0.2620635971629787,0,-0.011168436360756477,True,False,True,479,35,9,92833.89,99449.86,1
0.3564773127811588,-0.850649383131764,0,-0.6960757212294503,0.2252479094760384,0,-0.6434628234918716,True,False,True,685,30,3,90536.81,63082.88,0
-1.1644258360514996,0.007429377194202207,1,0.6869450449696584,0.5060164910880195,1,-1.266796905550861,True,False,True,538,39,7,108055.1,27231.26,0
-0.9161151178747391,0.29345563063619096,1,-1.0418309127792273,0.38073612352272335,1,-0.23115021979333938,False,False,True,562,42,2,100238.35,86797.41,0
0.25301451354084187,-0.2785968762477865,0,1.3784554280692127,0.47613303449239175,1,-1.3404624499708626,False,True,True,675,36,9,106190.55,22994.32,0
0.7289433900462996,-1.0413335520930898,0,1.3784554280692127,1.250004694080667,2,0.021015360427722122,True,False,True,721,28,9,154475.54,101300.94,1
-0.23326064288864756,-0.850649383131764,0,1.3784554280692127,0.8954156165092334,2,-0.45071177159445447,True,False,False,628,30,9,132351.29,74169.13,0
0.18059055407262004,-0.18325479176712361,1,0.3411898534198812,1.4645902062283358,2,0.27029165258435117,True,False,False,668,37,6,167864.4,115638.29,0
-1.4955067936205138,0.19811354615552804,1,-1.3875861043290045,-1.2258007789161172,0,-1.1879484463877659,False,False,False,506,41,1,0.0,31766.3,0
-1.3092737549879434,-0.7553072986511011,0,1.0327002365194355,0.5022265466074917,1,1.732271760917042,True,False,False,524,31,8,107818.63,199725.39,1
0.5013252317176025,-0.46928104520911235,0,-0.35032052967967314,1.7420110329323257,2,0.36063519421103646,True,False,True,699,34,4,185173.81,120834.48,0
1.8359953419176904,-0.46928104520911235,0,1.0327002365194355,0.8486491408592308,2,-1.0772752215983692,False,False,True,828,34,8,129433.34,38131.77,0
0.05643519498423976,0.007429377194202207,1,0.3411898534198812,-1.2258007789161172,0,0.7124579147490897,False,False,False,656,39,6,0.0,141069.88,0
0.3461310328571271,0.8655081375201684,1,1.72421061961899,0.7997835869810612,1,1.7045223901776267,True,False,False,684,48,10,126384.42,198129.36,0
-0.26429948266074266,-1.0413335520930898,0,-0.6960757212294503,-1.2258007789161172,0,1.4527146240639552,False,False,False,625,28,3,0.0,183646.41,0
-2.2611315079988588,0.29345563063619096,1,1.3784554280692127,1.2200003926362923,2,0.17687313510572553,False,False,True,432,42,9,152603.45,110265.24,1
-1.0506167568871512,1.24687647544282,1,-1.3875861043290045,-1.2258007789161172,0,-1.5901024676438469,False,False,False,549,52,1,0.0,8636.05,1
-0.26429948266074266,1.6282448133654717,2,-1.7333412958787817,1.1543497457018703,2,-0.9261464002278933,True,False,True,625,56,0,148507.24,46824.08,1
1.8359953419176904,0.19811354615552804,1,0.6869450449696584,-1.2258007789161172,0,1.2394233385256685,False,False,False,828,41,7,0.0,171378.77,0
1.2359111063238524,-1.4227018900157415,0,1.3784554280692127,0.40619880629476257,1,1.1677488957372644,False,False,True,770,24,9,101827.07,167256.35,0
1.1117557472354722,-0.46928104520911235,0,-0.6960757212294503,-1.2258007789161172,0,0.4196046282125638,False,False,False,758,34,3,0.0,124226.16,0
1.4945681044246446,-0.5646231296897752,0,1.3784554280692127,0.8715534067605183,2,0.2580675543033244,True,False,False,795,33,9,130862.43,114935.21,0
0.37716987262922214,-0.08791270728646071,1,1.3784554280692127,0.7386631794295039,1,-1.121139440908007,False,False,True,687,38,9,122570.87,35608.88,0
0.36682359270519044,-1.3273598055350786,0,-1.3875861043290045,-1.2258007789161172,0,-1.4540823382646522,False,False,True,686,25,1,0.0,16459.37,0
1.4324904248804546,0.007429377194202207,1,0.6869450449696584,0.7748459542415087,1,0.42281973922998356,True,False,True,789,39,7,124828.46,124411.08,0
-0.6367655599258835,1.0561923064814942,1,-0.0045653381298959616,1.0964565687529224,2,-1.1327475356018224,True,False,False,589,50,5,144895.05,34941.23,0
-1.9610893902019397,-0.46928104520911235,0,-0.0045653381298959616,-0.20544826015176035,0,1.1769277490761483,True,False,False,461,34,5,63663.93,167784.28,0
-0.14014412357236236,0.10277146167486512,1,-1.0418309127792273,0.9132347824621897,2,-0.12043422422142672,False,False,True,637,40,2,133463.1,93165.34,0
-0.688496959546042,0.8655081375201684,1,-1.0418309127792273,2.1903292343433747,2,-0.43346228023277095,False,True,False,584,48,2,213146.2,75161.25,1
-0.7402283591662003,-0.37393896072844945,0,-1.3875861043290045,0.849563009993919,2,-1.5908886850362745,False,True,False,579,35,1,129490.36,8590.83,1
1.0910631873874088,0.48413979959751674,1,1.72421061961899,0.9771669964148286,2,1.5552513160070827,True,False,True,756,44,10,137452.09,189543.9,0
0.1288591544524616,-0.46928104520911235,0,0.6869450449696584,-1.2258007789161172,0,1.3967445346526024,False,False,True,663,34,7,0.0,180427.24,0
0.3254384730090637,0.38879771511685385,1,-0.0045653381298959616,0.7912492801495973,1,1.6208754317191734,False,False,False,682,43,5,125851.93,193318.33,0
1.4738755445765812,1.24687647544282,1,-1.0418309127792273,-1.2258007789161172,0,1.0263526876337759,False,True,True,793,52,2,0.0,159123.82,1
0.41855499232534893,-0.7553072986511011,0,-0.0045653381298959616,-0.5700403742548124,0,0.4541634204854655,False,False,False,691,31,5,40915.55,126213.84,1
-1.7127786720251792,-1.7087281434577302,0,-0.0045653381298959616,0.5877890268557296,1,-0.7989220996596041,False,True,False,485,21,5,113157.22,54141.5,0
-0.16083668342042573,-0.9459914676124269,0,1.0327002365194355,0.990707549526741,2,0.7125558007269617,False,True,False,635,29,8,138296.94,141075.51,0
-0.0056424845599503835,-0.18325479176712361,1,-0.0045653381298959616,0.488580214185005,1,-1.314370360121457,False,False,True,650,37,5,106967.18,24495.03,0
0.8737913089827433,0.48413979959751674,1,1.3784554280692127,0.7083840120493191,1,-0.43911132695930066,False,False,True,735,44,9,120681.63,74836.34,0
-2.426671986783366,-0.6599652141704382,0,-1.7333412958787817,-1.2258007789161172,0,-1.724972654114259,False,False,True,416,32,0,0.0,878.87,0
1.0703706275393454,-0.6599652141704382,0,0.6869450449696584,-1.2258007789161172,0,-0.18380087716852841,False,True,False,754,32,7,0.0,89520.75,0
-1.1954646758235947,0.8655081375201684,1,1.3784554280692127,-1.2258007789161172,0,0.8658574126222424,False,False,False,535,48,9,0.0,149892.79,1
0.6772119904261412,0.29345563063619096,1,1.0327002365194355,-1.2258007789161172,0,1.4032328275872812,False,True,True,716,42,8,0.0,180800.42,0
-1.154079556127468,-0.18325479176712361,1,-1.0418309127792273,0.8194195927289709,1,-0.025140920775850853,False,False,True,539,37,2,127609.59,98646.22,0
-0.3781085618250912,0.38879771511685385,1,0.3411898534198812,-1.2258007789161172,0,0.15559710491360562,False,False,False,614,43,6,0.0,109041.53,0
0.5737491911858242,1.7235868978461346,2,0.6869450449696584,-1.2258007789161172,0,-1.4283192009376862,False,True,True,706,57,7,0.0,17941.16,1
1.1117557472354722,-0.5646231296897752,0,0.6869450449696584,-1.2258007789161172,0,-0.2972352515397792,False,False,False,758,33,7,0.0,82996.47,0
-0.6678043996979786,-1.0413335520930898,0,-1.0418309127792273,-1.2258007789161172,0,-0.139524424016023,False,True,False,586,28,2,0.0,92067.35,0
-0.047027604256077146,3.249060249536741,2,0.3411898534198812,0.3329895865330826,1,0.08045492530698585,False,False,False,646,73,6,97259.25,104719.66,0
-0.2022218031165525,-0.5646231296897752,0,-0.35032052967967314,0.7494948205606203,1,0.2189889682812962,True,False,False,631,33,4,123246.7,112687.57,0
0.6875582703501728,-1.6133860589770672,0,0.3411898534198812,0.3939088531228661,1,-0.2676244824360723,False,True,False,717,22,6,101060.25,84699.56,0
0.3461310328571271,-0.850649383131764,0,-1.0418309127792273,-1.2258007789161172,0,-0.28893580721701606,False,False,True,684,30,2,0.0,83473.82,0
1.546299504044803,0.9608502220008314,1,0.6869450449696584,0.505251354074866,1,-0.9209125430487138,False,False,False,800,49,7,108007.36,47125.11,0
0.7289433900462996,-0.2785968762477865,0,-1.0418309127792273,-1.2258007789161172,0,0.11971606954707001,False,True,False,721,36,2,0.0,106977.8,0
0.3357847529330954,-0.9459914676124269,0,-1.7333412958787817,0.9170779371413701,2,-0.7738674620836651,False,True,True,683,29,0,133702.89,55582.54,1
0.09782031468036652,-0.7553072986511011,0,1.3784554280692127,0.7806364098653504,1,0.6916732269609945,True,False,True,660,31,9,125189.75,139874.43,0
0.5530566313377608,-1.4227018900157415,0,0.6869450449696584,0.5858176851586648,1,1.0851131359418713,True,False,False,704,24,7,113034.22,162503.48,1
-0.36776228190105953,0.19811354615552804,1,1.3784554280692127,0.5213726018214235,1,1.6761928320347337,False,True,False,615,41,9,109013.23,196499.96,0
0.17024427414858834,0.007429377194202207,1,-1.0418309127792273,-1.2258007789161172,0,-1.0322534093212867,False,True,False,667,39,2,0.0,40721.24,1
0.3254384730090637,-1.4227018900157415,0,1.3784554280692127,-0.29734996626536464,0,-0.81643377939541,True,False,True,682,24,9,57929.81,53134.3,0
-1.723124951949211,-0.9459914676124269,0,-0.35032052967967314,0.8595644438087106,2,1.1114434207995978,False,False,False,484,29,4,130114.39,164017.89,0
-0.23326064288864756,-1.1366756365737527,0,-0.0045653381298959616,0.31002650092424855,0,0.9719875457565892,True,False,True,628,27,5,95826.49,155996.96,0
-1.7645100716453377,0.48413979959751674,1,1.72421061961899,0.8514575815549763,2,-1.6451020427950203,True,False,True,480,44,10,129608.57,5472.7,1
-0.750574639090232,-0.850649383131764,0,-0.35032052967967314,1.4901966526997463,2,0.21028772201384033,False,False,True,578,30,4,169462.09,112187.11,0
-1.4334291140763236,0.10277146167486512,1,-0.0045653381298959616,-1.2258007789161172,0,0.8061354910323851,False,False,True,512,40,5,0.0,146457.83,0
-1.723124951949211,-0.37393896072844945,0,0.6869450449696584,0.9197275485995711,2,-1.2658434300577002,False,True,False,484,35,7,133868.21,27286.1,0
-1.454121673924387,-0.850649383131764,0,-1.7333412958787817,-1.2258007789161172,0,0.5296143842780543,False,False,False,510,30,0,0.0,130553.47,0
-0.46087880121734476,-0.2785968762477865,0,-0.0045653381298959616,1.8270458988011544,2,1.378047965149129,True,False,True,606,36,5,190479.48,179351.89,0
-0.55399532053363,0.10277146167486512,1,1.0327002365194355,0.4088601175857999,1,-0.09246317564580141,False,True,False,597,40,8,101993.12,94774.12,0
1.0703706275393454,1.5329027288848087,1,-0.6960757212294503,1.3643308126775902,2,-1.5997554507547675,True,False,False,754,55,3,161608.81,8080.85,1
2.0636135002463876,0.5794818840781797,1,-1.0418309127792273,0.7345015649168224,1,-1.401520697716889,False,True,False,850,45,2,122311.21,19482.5,0
-1.454121673924387,2.486323573691438,2,-1.0418309127792273,-1.2258007789161172,0,-0.9044562236782409,False,False,True,510,65,2,0.0,48071.61,0
1.318681345716106,0.5794818840781797,1,-1.3875861043290045,1.3730112872836657,2,1.2942342701848506,True,False,False,778,45,1,162150.42,174531.27,0
-0.15049040349639406,0.29345563063619096,1,-1.0418309127792273,-1.2258007789161172,0,-0.7758105769836589,False,False,True,636,42,2,0.0,55470.78,0
1.58768462374093,1.0561923064814942,1,-0.35032052967967314,-1.2258007789161172,0,-1.5916529954425356,False,False,False,804,50,4,0.0,8546.87,1
-1.4127365542282602,-0.6599652141704382,0,1.0327002365194355,-1.2258007789161172,0,-0.07363255625078362,False,False,True,514,32,8,0.0,95857.18,0
